rownum,stateabbrv,avg smoke,cur_smoke_q1,cur_smoke_q2,cur_smoke_q3,cur_smoke_q4,avg obese,bmi_obese_q1,bmi_obese_q2,bmi_obese_q3,bmi_obese_q4,avg exercise,exercise_any_q1,exercise_any_q2,exercise_any_q3,exercise_any_q4,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,cs_educ_ba,tuition,gradrate_r,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc,taxrate,tax_st_diff_top20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,OK,0.2048,0.295,0.172,0.167,0.185,0.258,0.159,0.259,0.317,0.296,0.745,0.654,0.667,0.810,0.852,28.461,"9,201.30",-0.623,-1.922,80.271,74.968,59.689,69.242,47.109,95.915,0.007,0.008,0.006,0.043,0.276,0.143,0.064,0.598,0.789,84.304,0.511,26.238,0.028,0.069,0.133,0.658,0.128,14.888,0.007,0.015,5.42,0.609,"30,684.91","82,539.75",6.397,14.675,0.488,-0.016,17.976,"1,470.00",-0.127,50.389,0.125,0.006,"2,402.56",0.029,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,TX,0.2182,0.273,0.100,0.000,0.500,0.361,0.545,0.400,0.500,0.000,0.476,0.455,0.700,0.250,0.500,30.175,"9,599.99",1.422,-1.470,74.281,76.576,61.075,78.288,50.333,89.441,0.021,0.015,0.023,0.082,0.276,0.127,0.058,0.601,-0.356,56.757,1.989,37.898,0.033,0.177,0.159,0.608,0.206,15.137,0.012,0.021,8.24,0.611,"29,327.20","84,407.50",5.242,14.172,2.879,-0.024,11.873,,,47.826,0.142,0.005,"1,967.40",0.038,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,TX,0.1779,0.267,0.163,0.148,0.133,0.346,0.439,0.271,0.400,0.276,0.727,0.533,0.653,0.889,0.833,24.501,"10,790.87",-0.071,-0.340,83.304,84.719,64.092,83.103,60.835,105.162,0.047,0.034,0.060,0.120,0.346,0.145,0.126,0.500,-0.449,70.254,6.354,33.297,0.045,0.141,0.177,0.608,0.161,4.368,0.013,0.017,33.34,0.425,"33,598.83","85,131.71",5.525,15.411,2.359,0.006,14.138,"1,194.00",-0.128,45.825,0.201,0.008,"2,667.38",0.028,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,TX,0.0783,0.000,0.091,0.000,0.222,0.237,0.250,0.364,0.000,0.333,0.777,0.538,0.682,1.000,0.889,26.779,"9,964.18",0.618,-0.365,84.689,79.060,68.250,82.791,55.534,83.525,0.012,0.009,0.009,0.075,0.309,0.137,0.210,0.543,0.372,72.325,10.594,16.140,0.039,0.121,0.206,0.586,0.134,6.798,0.025,0.022,22.06,0.457,"36,151.21","87,081.33",5.745,14.355,2.489,-0.018,14.503,,,48.797,0.172,0.006,"1,580.59",0.027,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,TX,0.0833,0.333,0.000,0.000,0.000,0.344,0.375,0.500,0.500,0.000,0.733,0.667,0.667,1.000,0.600,31.626,"9,948.72",0.877,-0.646,84.776,82.071,62.879,77.525,57.843,92.920,0.018,0.017,0.020,0.046,0.312,0.186,0.130,0.469,-0.823,58.434,8.015,39.623,0.037,0.103,0.193,0.583,0.133,10.930,0.022,0.023,17.45,0.492,"28,892.99","64,650.50",5.388,14.031,-1.242,-0.021,10.700,,,43.693,0.210,0.009,"2,045.34",0.025,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,TX,0.1813,0.241,0.218,0.159,0.106,0.217,0.251,0.217,0.230,0.169,0.801,0.656,0.783,0.866,0.898,21.886,"10,137.89",-0.659,0.250,79.691,84.102,67.871,82.525,66.098,60.952,0.138,0.125,0.152,0.171,0.321,0.112,0.220,0.471,-0.191,45.290,7.804,25.916,0.043,1.082,1.300,0.709,0.139,11.963,0.037,0.027,197.26,0.249,"41,322.20","169,476.06",5.891,15.610,-2.109,0.002,35.834,"3,160.54",0.098,40.415,0.193,0.007,"3,399.31",0.032,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,TX,0.2243,0.565,0.207,0.125,0.000,0.264,0.182,0.310,0.500,0.063,0.677,0.478,0.793,0.750,0.688,28.041,"9,603.89",0.485,0.198,84.094,83.870,70.082,79.236,65.646,72.776,0.030,0.023,0.041,0.066,0.337,0.107,0.120,0.524,0.270,50.075,1.076,11.563,0.044,0.832,1.233,0.534,0.082,4.396,0.034,0.025,26.51,0.349,"41,430.84","129,401.72",5.983,14.132,10.297,-0.015,18.599,,,43.245,0.173,0.006,"2,038.04",0.035,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,TX,0.1699,0.228,0.185,0.164,0.102,0.285,0.364,0.278,0.264,0.234,0.750,0.601,0.741,0.794,0.864,23.027,"10,324.52",-0.028,-0.456,73.866,81.789,62.096,80.792,61.294,59.426,0.111,0.094,0.128,0.222,0.393,0.151,0.144,0.471,-0.880,62.606,5.956,50.330,0.046,0.481,0.567,0.631,0.076,9.729,0.030,0.024,181.76,0.242,"34,001.79","103,809.26",5.845,15.773,1.064,0.003,22.006,"6,514.74",-0.104,41.111,0.232,0.004,"2,603.81",0.026,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,TX,0.1627,0.222,0.429,0.000,0.000,0.431,0.353,0.571,0.400,0.400,0.760,0.667,0.571,0.800,1.000,22.823,"11,462.06",1.642,-1.100,83.143,77.404,61.410,77.154,57.795,105.589,0.022,0.019,0.026,0.080,0.324,0.233,0.138,0.515,-0.714,49.114,9.932,51.823,0.059,0.206,-0.028,0.417,0.064,2.541,0.016,0.021,29.32,0.466,"18,313.20","60,397.87",5.794,14.315,0.022,-0.014,11.295,720.00,-0.107,45.529,0.236,0.004,"2,160.68",0.024,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,TX,0.1073,0.143,0.231,0.056,0.000,0.236,0.303,0.231,0.278,0.130,0.849,0.743,0.795,0.944,0.913,27.893,"8,473.33",0.674,0.716,80.329,84.933,75.342,80.190,69.443,48.940,0.022,0.017,0.025,0.056,0.370,0.131,0.111,0.517,0.837,60.311,1.191,18.090,0.040,0.524,0.572,0.535,0.071,6.455,0.025,0.020,29.75,0.471,"42,197.33","132,954.10",5.495,14.865,10.500,-0.005,23.171,"11,540.00",0.165,44.687,0.185,0.006,"1,930.65",0.020,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,TX,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,31.023,"8,309.46",1.745,0.313,84.862,88.889,65.556,86.667,52.632,55.650,0.015,0.030,0.009,0.058,,0.132,,,0.720,77.528,0.134,20.947,0.029,0.015,0.080,0.570,0.049,5.391,,,4.01,0.589,"44,194.93","71,848.70",7.087,10.420,,,18.700,,,,0.178,0.001,"1,861.23",0.033,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,TX,0.1980,0.273,0.240,0.182,0.098,0.249,0.241,0.250,0.286,0.220,0.666,0.509,0.780,0.636,0.738,26.966,"10,062.18",1.634,-1.364,74.231,77.783,58.299,72.513,56.045,70.594,0.066,0.044,0.090,0.174,0.380,0.160,0.143,0.494,-0.815,59.449,5.241,36.339,0.044,0.164,0.064,0.621,0.075,9.295,0.020,0.021,42.01,0.462,"33,502.12","78,739.16",4.923,17.146,-1.318,0.013,17.687,812.48,-0.170,50.738,0.204,0.012,"2,680.79",0.034,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,TX,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,27.819,"9,449.25",0.624,-1.083,81.452,85.045,56.308,83.486,43.397,91.115,0.033,0.021,0.041,0.109,0.315,0.225,0.116,0.526,-1.386,78.029,2.688,55.562,0.064,-0.214,-0.237,0.517,0.078,11.812,0.012,0.021,6.28,0.632,"24,734.94","39,362.39",6.427,13.958,1.343,-0.011,10.103,,,53.390,0.184,0.005,"2,585.44",0.053,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,TX,0.2053,0.135,0.345,0.154,0.188,0.241,0.324,0.143,0.308,0.188,0.652,0.541,0.655,0.538,0.875,29.407,"9,653.99",1.803,-2.213,84.298,75.239,61.293,69.706,37.353,114.343,0.019,0.021,0.021,0.081,0.347,0.202,0.093,0.489,-1.094,52.965,3.434,59.805,0.048,0.087,0.032,0.534,0.032,12.989,0.010,0.019,2.76,0.664,"22,363.27","57,188.75",11.336,12.615,-3.859,0.010,12.410,,,52.136,0.172,0.010,"2,754.01",0.082,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,TX,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,32.413,"6,853.99",-0.145,-0.727,69.793,83.442,59.597,80.048,55.182,48.926,0.041,0.030,0.045,0.192,0.356,0.252,0.086,0.467,-0.263,59.988,0.615,58.834,0.081,0.275,0.469,0.599,0.034,18.906,0.012,0.022,1.49,0.705,"25,586.09","70,778.64",6.333,12.569,-0.945,-0.007,22.229,960.00,-0.088,51.934,0.218,0.003,"2,703.20",0.036,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,TX,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,27.682,"11,312.05",3.268,-1.934,82.933,76.925,65.761,77.876,35.702,131.783,0.020,0.019,0.017,0.033,0.334,0.377,0.107,0.285,-1.574,77.673,0.503,88.292,0.105,-0.051,-0.082,0.489,0.062,10.904,0.012,0.014,8.31,0.606,"17,378.60","36,162.76",6.533,13.978,-8.178,0.035,8.773,,,44.976,0.249,0.006,"2,097.19",0.046,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,TX,0.2083,0.000,0.333,0.500,0.000,0.125,0.500,0.000,0.000,0.000,0.667,0.333,0.333,1.000,1.000,26.163,"11,513.01",-0.693,-1.880,82.505,76.825,50.628,80.572,48.953,124.161,0.012,0.005,0.016,0.084,0.350,0.292,0.095,0.391,-0.801,88.186,4.381,74.650,0.066,0.146,0.089,0.467,0.043,5.406,0.014,0.013,8.44,0.544,"18,364.79","41,844.27",6.349,14.014,-11.674,0.012,7.870,,,45.285,0.222,0.007,"3,074.12",0.041,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,TX,0.1358,0.164,0.098,0.193,0.088,0.392,0.355,0.385,0.309,0.518,0.669,0.553,0.697,0.684,0.741,36.665,"12,372.93",1.354,-1.064,73.338,80.316,61.452,85.310,50.108,90.283,0.088,0.064,0.114,0.065,0.434,0.313,0.211,0.348,-2.353,72.063,0.161,93.622,0.066,0.896,0.900,0.525,0.037,28.102,0.013,0.016,38.36,0.327,"21,529.85","94,719.16",6.223,16.576,-11.566,0.000,13.489,"1,057.76",-0.058,44.911,0.191,0.010,"2,257.36",0.040,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,TX,0.1221,0.140,0.143,0.108,0.097,0.304,0.364,0.305,0.278,0.270,0.729,0.550,0.715,0.805,0.848,37.701,"13,376.15",-0.691,-0.239,81.210,81.340,68.458,86.382,55.821,85.486,0.066,0.047,0.084,0.147,0.426,0.357,0.151,0.301,-2.687,53.330,0.332,87.423,0.094,0.819,0.782,0.522,0.082,28.247,0.015,0.013,227.78,0.343,"20,391.82","68,299.56",6.028,15.925,-1.410,0.012,12.632,"1,413.73",-0.021,44.097,0.195,0.010,"2,360.49",0.026,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,TX,0.2180,0.246,0.226,0.224,0.175,0.296,0.383,0.259,0.239,0.304,0.739,0.622,0.718,0.803,0.812,23.973,"12,211.94",0.142,-0.008,81.254,85.248,65.700,84.806,62.983,87.391,0.075,0.071,0.077,0.191,0.393,0.198,0.135,0.454,-1.032,54.517,3.303,56.758,0.055,0.141,0.164,0.596,0.073,5.689,0.020,0.022,59.39,0.387,"30,126.51","86,232.25",5.918,15.739,-2.187,0.007,16.857,"1,182.09",-0.061,44.123,0.229,0.010,"2,263.35",0.033,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,TX,0.1640,0.272,0.182,0.103,0.100,0.227,0.262,0.313,0.179,0.153,0.788,0.679,0.701,0.923,0.850,23.309,"9,888.32",1.088,-0.382,81.897,79.888,63.240,80.427,61.911,73.763,0.082,0.077,0.090,0.160,0.376,0.244,0.110,0.497,-1.111,49.956,12.995,17.180,0.041,0.554,0.778,0.617,0.078,8.578,0.027,0.031,71.89,0.451,"26,267.60","112,229.25",6.227,15.179,1.182,-0.005,30.237,"2,400.00",0.408,41.685,0.220,0.006,"2,210.42",0.030,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,TX,0.2064,0.286,0.281,0.171,0.087,0.305,0.350,0.297,0.318,0.255,0.747,0.680,0.712,0.766,0.831,22.739,"11,213.78",0.446,-0.787,76.290,80.593,61.163,79.977,57.320,75.299,0.067,0.055,0.078,0.091,0.324,0.120,0.077,0.489,-1.568,57.366,9.667,24.882,0.053,0.296,0.280,0.619,0.167,8.439,0.043,0.032,89.37,0.291,"34,848.83","109,165.21",5.650,16.728,10.619,-0.010,18.080,391.37,-0.251,45.481,0.168,0.008,"1,988.19",0.034,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,TX,0.1994,0.240,0.225,0.195,0.138,0.236,0.278,0.232,0.249,0.185,0.756,0.611,0.740,0.813,0.858,27.615,"11,749.78",-0.241,-0.630,73.446,81.651,61.958,80.381,59.574,67.079,0.130,0.105,0.154,0.281,0.389,0.139,0.175,0.442,-1.829,49.793,17.082,28.887,0.046,0.501,0.413,0.655,0.118,19.543,0.021,0.020,552.57,0.210,"38,962.82","121,534.85",5.791,16.969,-1.559,0.007,26.709,"2,534.84",-0.212,42.759,0.205,0.006,"2,453.82",0.033,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,TX,0.2018,0.268,0.252,0.149,0.138,0.283,0.338,0.294,0.233,0.266,0.689,0.533,0.688,0.754,0.783,25.399,"10,883.72",1.196,-0.182,82.184,82.368,64.119,81.673,64.333,81.635,0.053,0.056,0.056,0.295,0.360,0.161,0.117,0.483,-0.950,62.148,22.525,7.512,0.073,0.082,0.064,0.551,0.150,4.206,0.013,0.015,82.90,0.337,"31,839.87","82,014.23",5.695,15.350,-1.083,-0.003,13.570,"6,574.57",-0.112,43.287,0.246,0.006,"1,991.80",0.031,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,TX,0.1633,0.286,0.211,0.071,0.086,0.361,0.422,0.382,0.286,0.353,0.719,0.551,0.711,0.786,0.829,26.777,"11,281.70",1.323,-0.552,84.416,82.166,66.118,75.826,60.354,96.198,0.037,0.036,0.034,0.124,0.365,0.173,0.139,0.498,-1.386,52.148,19.459,12.856,0.054,0.293,0.405,0.517,0.129,5.183,0.021,0.024,48.16,0.411,"25,251.04","85,600.45",5.359,14.722,4.851,-0.010,14.960,"1,218.65",0.012,41.633,0.224,0.006,"2,422.70",0.021,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,TX,0.2399,0.270,0.333,0.273,0.083,0.369,0.324,0.389,0.400,0.364,0.637,0.514,0.556,0.727,0.750,28.531,"11,383.51",1.810,-1.210,78.587,77.847,63.304,74.897,57.253,100.397,0.039,0.037,0.042,0.141,0.377,0.214,0.130,0.472,-1.496,57.884,17.545,9.301,0.054,0.189,0.272,0.565,0.147,5.332,0.019,0.019,37.64,0.439,"28,783.30","87,031.20",5.958,13.936,1.487,-0.010,18.048,960.00,0.094,43.424,0.228,0.008,"1,748.92",0.019,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,TX,0.1531,0.273,0.222,0.118,0.000,0.321,0.375,0.231,0.250,0.429,0.765,0.667,0.889,0.647,0.857,24.874,"9,704.19",-0.376,0.288,81.242,86.709,71.131,78.532,64.307,63.943,0.051,0.044,0.057,0.113,0.354,0.152,0.113,0.523,-0.388,61.056,3.714,30.485,0.039,0.220,0.228,0.637,0.077,6.054,0.027,0.034,19.97,0.479,"31,936.19","83,375.54",5.299,15.137,3.469,-0.006,19.290,"1,416.00",-0.064,43.650,0.218,0.007,"1,439.62",0.024,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,TX,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,27.708,"10,465.46",0.527,-0.544,83.459,85.799,66.228,77.965,54.330,97.219,0.023,0.020,0.023,0.046,0.319,0.195,0.147,0.490,-0.828,73.054,1.331,30.550,0.051,0.006,0.001,0.520,0.135,3.791,0.010,0.016,7.61,0.577,"27,665.96","49,408.61",6.125,12.627,7.546,-0.024,13.580,,,48.008,0.178,0.006,"2,335.40",0.022,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,TX,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,35.122,"8,747.41",-0.633,-1.652,81.431,73.360,63.483,64.372,52.282,77.406,0.032,0.033,0.038,0.050,0.340,0.212,0.054,0.433,-0.369,56.810,0.190,24.517,0.037,0.065,0.160,0.562,0.085,5.360,0.004,0.006,3.17,0.542,"35,218.77","56,805.78",6.720,11.425,16.151,-0.035,17.265,,,41.014,0.195,0.007,"1,856.29",0.023,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,TX,0.1500,0.100,0.333,0.167,0.000,0.417,0.500,0.500,0.167,0.500,0.717,0.600,0.833,0.833,0.600,29.857,"10,106.74",-0.223,-1.720,80.015,70.313,63.127,70.844,50.678,84.715,0.015,0.011,0.011,0.117,0.403,0.237,0.133,0.406,-0.435,87.166,0.230,59.233,0.059,0.098,0.150,0.565,0.064,10.675,0.018,0.022,6.04,0.580,"26,770.70","62,378.89",6.031,13.997,-2.206,0.006,14.225,466.00,-0.139,45.931,0.182,0.006,"2,366.25",0.031,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,TX,0.1560,0.210,0.173,0.139,0.102,0.350,0.322,0.383,0.386,0.309,0.745,0.595,0.719,0.847,0.816,30.788,"9,346.94",2.228,-0.981,73.098,81.517,61.055,80.866,50.125,68.005,0.056,0.043,0.068,0.144,0.412,0.260,0.070,0.367,-1.797,52.362,1.324,73.163,0.063,0.240,0.282,0.559,0.100,22.348,0.017,0.029,7.16,0.515,"24,076.46","75,334.85",5.212,15.955,-4.028,-0.011,14.454,,,47.657,0.183,0.004,"2,350.47",0.035,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,TX,0.0977,0.176,0.071,0.067,0.077,0.347,0.406,0.321,0.467,0.192,0.689,0.578,0.732,0.600,0.846,33.881,"11,995.53",-1.234,-1.273,79.162,82.854,63.132,83.152,45.387,122.900,0.025,0.019,0.041,0.093,0.324,0.348,0.095,0.287,-2.985,34.681,0.112,95.012,0.177,0.506,0.505,0.507,0.101,37.821,0.020,0.025,36.95,0.526,"18,470.30","66,916.60",5.251,17.173,1.012,-0.013,9.100,,,46.479,0.171,0.008,"2,138.33",0.024,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,TX,0.1672,0.214,0.455,0.000,0.000,0.501,0.571,0.100,0.667,0.667,0.673,0.571,0.455,0.667,1.000,25.493,"10,462.31",2.239,-1.379,77.877,82.606,58.201,76.718,48.109,94.655,0.042,0.045,0.038,0.103,0.344,0.182,0.104,0.508,-0.701,70.601,4.953,40.634,0.049,-0.028,-0.111,0.492,0.070,6.300,0.012,0.017,11.31,0.633,"26,411.99","53,328.08",6.082,14.147,0.588,-0.015,11.153,552.00,-0.168,47.902,0.197,0.007,"2,933.70",0.039,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,TX,0.1250,0.000,0.000,0.500,0.000,0.458,0.500,0.333,0.500,0.500,0.542,0.167,0.500,0.500,1.000,25.422,"10,226.15",0.438,-0.845,84.783,85.365,54.309,78.681,59.139,105.186,0.041,0.032,0.051,0.084,0.344,0.208,0.074,0.479,-0.553,81.262,4.085,26.601,0.049,-0.134,-0.112,0.565,0.112,3.741,0.015,0.019,11.11,0.588,"28,675.81","45,965.28",7.216,12.519,13.841,-0.010,13.027,"1,176.00",-0.011,47.192,0.244,0.007,"1,819.88",0.031,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,TX,0.0500,0.000,0.000,0.000,0.200,0.313,0.250,1.000,0.000,0.000,0.625,0.500,0.500,0.500,1.000,24.651,"11,240.39",2.681,-2.220,79.662,73.961,61.029,69.259,44.505,115.478,0.024,0.019,0.026,0.066,0.294,0.163,0.079,0.567,-0.439,71.484,8.229,28.349,0.054,-0.053,-0.184,0.478,0.048,2.944,0.011,0.015,9.92,0.608,"26,045.30","50,955.51",7.856,12.848,0.891,-0.009,11.401,750.00,-0.020,50.062,0.191,0.005,"2,009.00",0.048,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,TX,0.1783,0.303,0.294,0.083,0.032,0.227,0.262,0.244,0.167,0.233,0.702,0.517,0.596,0.889,0.806,24.704,"10,086.24",1.830,-0.593,83.793,79.532,64.605,74.518,61.077,78.564,0.066,0.052,0.080,0.123,0.332,0.148,0.117,0.547,-0.408,67.553,5.911,16.255,0.045,0.110,0.144,0.618,0.070,3.672,0.021,0.023,34.95,0.487,"29,968.35","72,411.79",5.929,13.593,11.000,-0.010,18.836,"7,842.52",0.040,45.112,0.205,0.006,"1,845.71",0.022,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,TX,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,28.258,"8,877.43",4.686,-1.302,80.083,73.104,62.480,70.712,50.996,53.816,0.006,0.003,0.011,0.055,0.296,0.178,0.040,0.503,0.165,73.645,13.032,20.163,0.049,-0.031,-0.105,0.459,0.031,4.551,0.007,0.005,5.95,0.757,"23,871.99","54,134.67",5.916,13.398,7.926,-0.016,9.930,,,44.479,0.241,0.006,"2,092.56",0.023,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,TX,0.0000,,,,0.000,1.000,,,,1.000,1.000,,,,1.000,30.897,"10,552.44",2.664,-0.466,87.130,83.415,57.805,80.493,53.574,67.626,0.003,0.001,0.002,0.022,0.338,0.216,0.051,0.529,0.115,104.902,4.770,21.172,0.042,-0.220,-0.215,0.516,0.019,4.066,0.006,0.010,3.38,0.612,"29,542.93","38,001.93",7.916,10.270,10.797,-0.028,12.616,,,49.156,0.180,0.004,"2,378.43",0.038,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,TX,0.1958,0.326,0.183,0.174,0.100,0.255,0.290,0.228,0.301,0.200,0.686,0.514,0.690,0.791,0.750,24.057,"10,510.24",1.748,-0.077,82.431,79.207,73.295,77.383,64.012,73.344,0.057,0.054,0.055,0.148,0.296,0.127,0.124,0.600,-0.171,63.543,8.773,11.174,0.044,0.099,0.104,0.644,0.124,4.694,0.024,0.037,57.50,0.441,"30,238.46","80,654.23",5.821,14.489,6.765,-0.014,19.317,"1,200.00",-0.096,43.856,0.213,0.009,"1,617.75",0.022,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,TX,0.1696,0.429,0.250,0.000,0.000,0.408,0.286,0.429,0.250,0.667,0.687,0.571,0.625,0.750,0.800,27.194,"12,918.58",0.163,-0.886,84.168,83.116,63.269,79.525,51.230,106.923,0.013,0.017,0.010,0.068,0.301,0.148,0.085,0.564,-0.026,80.246,2.448,9.700,0.047,0.000,0.025,0.561,0.112,3.175,0.017,0.020,10.38,0.548,"31,566.83","58,871.66",5.504,13.507,10.139,-0.030,14.155,,,50.532,0.170,0.006,"2,295.14",0.034,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,TX,#DIV/0!,,,,,#DIV/0!,,,,,#DIV/0!,,,,,28.273,"11,182.70",-0.086,-2.522,84.499,68.687,73.737,66.667,40.506,160.130,0.018,0.034,0.004,0.010,,0.161,,,0.837,101.710,3.298,9.333,0.049,-0.168,-0.318,0.498,0.029,2.028,0.000,0.009,4.70,0.674,"35,578.34","45,588.60",5.971,11.775,,,12.100,,,,0.192,0.004,"2,829.19",0.021,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,TX,0.0000,0.000,,,0.000,0.500,0.000,,,1.000,0.750,0.500,,,1.000,25.872,"11,350.53",3.834,-1.225,77.155,71.679,63.233,70.755,58.039,56.572,0.025,0.024,0.033,0.058,0.290,0.143,0.324,0.507,-0.308,86.866,7.407,18.861,0.038,-0.140,-0.058,0.591,0.123,3.668,0.010,0.014,8.86,0.678,"32,588.48","54,356.09",5.626,13.315,-1.516,-0.022,15.624,720.00,-0.192,43.176,0.203,0.009,"2,125.87",0.032,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,TX,0.1686,0.333,0.091,0.250,0.000,0.250,0.120,0.182,0.500,0.200,0.742,0.407,0.909,0.750,0.900,28.256,"10,558.81",2.052,-1.370,80.836,77.516,60.625,70.228,57.020,93.621,0.028,0.029,0.028,0.063,0.310,0.177,0.098,0.535,-0.565,71.433,3.250,15.599,0.047,0.075,0.119,0.557,0.153,3.495,0.014,0.014,14.25,0.495,"30,585.90","59,929.07",5.841,12.796,9.944,-0.009,15.022,"8,400.00",0.064,45.174,0.203,0.008,"1,734.66",0.023,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
